qpid	goid	ontology	desc	ARGOT_RSscore	ARGOT_RSPPV	ARGOT_RSrank	goclasscount
BJP76_RS13460	0031419	MF	cobalamin binding	9.028526812	0.740989803	2	99
BJP76_RS13460	0046872	MF	metal ion binding	2.480080945	0.53336492	7	99
BJP76_RS13465	0005886	CC	plasma membrane	2.673763138	0.542125894	1	99
BJP76_RS13470	0004252	MF	serine-type endopeptidase activity	6.714354869	0.680943289	1	95
BJP76_RS13470	0006508	BP	proteolysis	4.196633062	0.602152152	1	95
BJP76_RS13470	0016020	CC	membrane	0.57629844	0.414927597	1	74
BJP76_RS13475	0000155	MF	phosphorelay sensor kinase activity	6.43745508	0.673103478	1	97
BJP76_RS13475	0000160	BP	phosphorelay signal transduction system	4.930334015	0.627107241	1	97
BJP76_RS13475	0005886	CC	plasma membrane	2.57323421	0.537619728	1	96
BJP76_RS13475	0016310	BP	phosphorylation	4.149390668	0.600473172	3	100
BJP76_RS13480	0000160	BP	phosphorelay signal transduction system	4.978550414	0.628679903	1	97
BJP76_RS13480	0003677	MF	DNA binding	3.165792206	0.563049615	1	99
BJP76_RS13480	0006355	BP	regulation of DNA-templated transcription	3.420974961	0.573260146	6	97
BJP76_RS13485	0016020	CC	membrane	0.738675421	0.429493924	1	50
BJP76_RS13490	0016491	MF	oxidoreductase activity	2.916146052	0.552654076	1	99
BJP76_RS13500	0016020	CC	membrane	0.73872064	0.429497744	1	100
BJP76_RS13505	0016020	CC	membrane	0.738744489	0.429499758	1	100
BJP76_RS13505	0008233	MF	peptidase activity	0.137716555	0.358583983	1	3
BJP76_RS13505	0006508	BP	proteolysis	0.129942994	0.357041125	1	3
BJP76_RS13510	0016020	CC	membrane	0.738726541	0.429498242	1	99
BJP76_RS13510	0008233	MF	peptidase activity	0.283399628	0.381997644	1	6
BJP76_RS13510	0006508	BP	proteolysis	0.267402827	0.379784382	1	6
BJP76_RS13520	0004325	MF	ferrochelatase activity	10.8675249	0.783365292	1	99
BJP76_RS13520	0006783	BP	heme biosynthetic process	7.945294897	0.713981041	1	99
BJP76_RS13520	0005737	CC	cytoplasm	1.995453578	0.509810282	1	99
BJP76_RS13520	0046872	MF	metal ion binding	2.481470922	0.53342899	3	99
BJP76_RS13525	0050343	MF	trans-2-enoyl-CoA reductase (NAD+) activity	11.6698829	0.800720774	1	82
BJP76_RS13525	0006633	BP	fatty acid biosynthetic process	7.020910097	0.68943644	1	100
BJP76_RS13525	0004318	MF	enoyl-[acyl-carrier-protein] reductase (NADH) activity	11.64976187	0.800292974	2	100
BJP76_RS13525	0004319	MF	"enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity"	0.17998233	0.366300119	8	1
BJP76_RS13530	0016491	MF	oxidoreductase activity	2.916189964	0.552655943	1	100
BJP76_RS13530	0030497	BP	fatty acid elongation	0.146677701	0.360309458	1	1
BJP76_RS13530	0005576	CC	extracellular region	0.060433041	0.340394709	1	1
BJP76_RS13530	0050661	MF	NADP binding	0.075945268	0.344714461	6	1
BJP76_RS13540	0005886	CC	plasma membrane	2.673781384	0.542126704	1	100
BJP76_RS13550	0016887	MF	ATP hydrolysis activity	4.536213193	0.61395259	1	100
BJP76_RS13550	0005524	MF	ATP binding	2.988573927	0.555714389	7	100
BJP76_RS13555	0016787	MF	hydrolase activity	2.252597469	0.522625681	1	1
BJP76_RS13560	0016787	MF	hydrolase activity	2.256187694	0.522799279	1	4
BJP76_RS13565	0016020	CC	membrane	0.738731966	0.4294987	1	99
BJP76_RS13570	0047456	MF	2-methylisocitrate dehydratase activity	11.74602264	0.802336278	1	91
BJP76_RS13570	0006099	BP	tricarboxylic acid cycle	7.278145515	0.696421116	1	98
BJP76_RS13570	0047780	MF	citrate dehydratase activity	10.56644581	0.776688135	2	92
BJP76_RS13570	0003994	MF	aconitate hydratase activity	10.38625087	0.772646303	3	92
BJP76_RS13570	0051536	MF	iron-sulfur cluster binding	5.245614628	0.637256015	6	99
BJP76_RS13570	0046872	MF	metal ion binding	2.481406319	0.533426012	9	99
BJP76_RS13575	0003677	MF	DNA binding	3.165781114	0.563049163	1	100
BJP76_RS13575	0006355	BP	regulation of DNA-templated transcription	2.481510023	0.533430792	1	71
BJP76_RS13585	0016887	MF	ATP hydrolysis activity	4.536230988	0.613953196	1	100
BJP76_RS13585	0005524	MF	ATP binding	2.98858565	0.555714882	7	100
BJP76_RS13590	0004300	MF	enoyl-CoA hydratase activity	10.47283172	0.774592679	1	94
BJP76_RS13590	0016853	MF	isomerase activity	0.157842757	0.362387132	6	3
BJP76_RS13595	0015035	MF	protein-disulfide reductase activity	9.689848345	0.756686128	1	100
BJP76_RS13595	0098869	BP	cellular oxidant detoxification	0.073696257	0.344117523	1	1
BJP76_RS13595	0004791	MF	thioredoxin-disulfide reductase (NADP) activity	0.119426277	0.354878372	7	1
BJP76_RS13600	0016627	MF	"oxidoreductase activity, acting on the CH-CH group of donors"	6.763788529	0.682325773	1	98
BJP76_RS13600	0050660	MF	flavin adenine dinucleotide binding	6.110439812	0.663624291	2	98
BJP76_RS13610	0005886	CC	plasma membrane	2.666347885	0.541796434	1	1
BJP76_RS13615	0016020	CC	membrane	0.73771379	0.429412667	1	2
BJP76_RS13620	0009274	CC	peptidoglycan-based cell wall	10.845295	0.782875479	1	1
BJP76_RS13625	0016226	BP	iron-sulfur cluster assembly	8.298643975	0.72298297	1	100
BJP76_RS13625	0005506	MF	iron ion binding	6.375984105	0.671340325	1	100
BJP76_RS13625	0051536	MF	iron-sulfur cluster binding	5.29769157	0.638902698	2	100
BJP76_RS13625	0016740	MF	transferase activity	0.02327432	0.326851601	9	1
BJP76_RS13630	0031071	MF	cysteine desulfurase activity	10.54922912	0.776303456	1	100
BJP76_RS13630	0006534	BP	cysteine metabolic process	8.330730302	0.723790826	1	100
BJP76_RS13630	0030170	MF	pyridoxal phosphate binding	6.500905838	0.67491461	4	100
BJP76_RS13630	0016829	MF	lyase activity	0.239064653	0.375694434	15	5
BJP76_RS13635	0016887	MF	ATP hydrolysis activity	4.491158349	0.612412969	1	98
BJP76_RS13635	0005524	MF	ATP binding	2.988554926	0.555713591	7	99
BJP76_RS13640	0016226	BP	iron-sulfur cluster assembly	8.298804506	0.722987016	1	98
BJP76_RS13645	0016226	BP	iron-sulfur cluster assembly	8.298831128	0.722987686	1	98
BJP76_RS13645	0016787	MF	hydrolase activity	0.022962452	0.326702689	1	1
BJP76_RS13650	0003677	MF	DNA binding	3.165749787	0.563047884	1	62
BJP76_RS13655	0016020	CC	membrane	0.738747616	0.429500022	1	99
BJP76_RS13655	0016757	MF	glycosyltransferase activity	0.170406542	0.364639035	1	3
BJP76_RS13660	0016887	MF	ATP hydrolysis activity	4.536198243	0.61395208	1	100
BJP76_RS13660	0005524	MF	ATP binding	2.988564077	0.555713976	7	100
BJP76_RS13665	0043215	BP	daunorubicin transport	12.16284891	0.811089011	1	99
BJP76_RS13665	0140359	MF	ABC-type transporter activity	6.713545756	0.680920618	1	99
BJP76_RS13665	0043190	CC	ATP-binding cassette (ABC) transporter complex	6.360203601	0.670886328	1	97
BJP76_RS13665	1900753	BP	doxorubicin transport	12.16011917	0.811032182	2	99
BJP76_RS13665	0046677	BP	response to antibiotic	8.496338181	0.727935913	7	99
BJP76_RS13665	0055085	BP	transmembrane transport	2.760499609	0.545946189	12	99
BJP76_RS13670	0046160	BP	heme a metabolic process	11.71701018	0.801721322	1	99
BJP76_RS13670	0016653	MF	"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor"	11.4549447	0.796131641	1	99
BJP76_RS13670	0016020	CC	membrane	0.738741902	0.42949954	1	99
BJP76_RS13670	0006783	BP	heme biosynthetic process	8.024091662	0.716005538	3	99
BJP76_RS13680	0003960	MF	NADPH:quinone reductase activity	12.55355903	0.819158149	1	99
BJP76_RS13680	0008270	MF	zinc ion binding	0.696375582	0.425868124	5	14
BJP76_RS13685	0008495	MF	protoheme IX farnesyltransferase activity	11.88497338	0.805271043	1	99
BJP76_RS13685	0048033	BP	heme O metabolic process	11.63634804	0.800007572	1	98
BJP76_RS13685	0005886	CC	plasma membrane	2.647672048	0.540964631	1	98
BJP76_RS13685	0006783	BP	heme biosynthetic process	8.024097049	0.716005676	3	99
BJP76_RS13690	0004802	MF	transketolase activity	11.52352711	0.797600581	1	99
BJP76_RS13690	0000287	MF	magnesium ion binding	5.627776876	0.649157029	3	99
BJP76_RS13695	0004801	MF	transaldolase activity	11.66905201	0.800703115	1	100
BJP76_RS13695	0006098	BP	pentose-phosphate shunt	8.89172557	0.73767183	1	100
BJP76_RS13695	0005737	CC	cytoplasm	2.01524915	0.510825152	1	100
BJP76_RS13695	0005975	BP	carbohydrate metabolic process	4.116674185	0.599304831	13	100
BJP76_RS13700	0004345	MF	glucose-6-phosphate dehydrogenase activity	11.53820656	0.797914427	1	100
BJP76_RS13700	0006098	BP	pentose-phosphate shunt	8.891767584	0.737672853	1	100
BJP76_RS13700	0050661	MF	NADP binding	7.283080296	0.696553893	2	100
BJP76_RS13700	0006006	BP	glucose metabolic process	7.811623243	0.710523564	5	100
BJP76_RS13710	0017057	MF	6-phosphogluconolactonase activity	12.29805054	0.81389573	1	100
BJP76_RS13710	0006098	BP	pentose-phosphate shunt	8.89166123	0.737670264	1	100
BJP76_RS13710	0016853	MF	isomerase activity	0.146994747	0.360369526	6	3
BJP76_RS13710	0005975	BP	carbohydrate metabolic process	4.116644397	0.599303765	13	100
BJP76_RS13720	0004407	MF	histone deacetylase activity	9.809248037	0.759462321	1	19
BJP76_RS13720	0006338	BP	chromatin remodeling	6.425976361	0.672774879	1	19
BJP76_RS13720	0047611	MF	acetylspermidine deacetylase activity	1.27682804	0.468771377	9	2
BJP76_RS13725	0016491	MF	oxidoreductase activity	2.916192747	0.552656061	1	100
BJP76_RS13730	0016020	CC	membrane	0.738733983	0.429498871	1	98
BJP76_RS13735	0006107	BP	oxaloacetate metabolic process	12.42971073	0.816614142	1	99
BJP76_RS13735	0008964	MF	phosphoenolpyruvate carboxylase activity	12.04526883	0.808635397	1	99
BJP76_RS13735	0015977	BP	carbon fixation	8.782764014	0.735010777	2	99
BJP76_RS13735	0006099	BP	tricarboxylic acid cycle	7.350605751	0.698366248	3	99
BJP76_RS13735	0000287	MF	magnesium ion binding	5.571639391	0.647434731	5	99
BJP76_RS13735	0016301	MF	kinase activity	0.041964833	0.334444685	12	1
BJP76_RS13735	0016310	BP	phosphorylation	0.040471014	0.333910478	18	1
BJP76_RS13745	0015450	MF	protein-transporting ATPase activity	10.20771114	0.768606868	1	99
BJP76_RS13745	0009306	BP	protein secretion	7.631190931	0.705809341	1	99
BJP76_RS13745	0005886	CC	plasma membrane	2.673644367	0.542120621	1	99
BJP76_RS13745	0071806	BP	protein transmembrane transport	7.439426955	0.700737544	4	99
BJP76_RS13750	0004807	MF	triose-phosphate isomerase activity	11.11285525	0.788737986	1	100
BJP76_RS13750	0006094	BP	gluconeogenesis	8.467711733	0.727222313	1	100
BJP76_RS13750	0005737	CC	cytoplasm	2.01523929	0.510824648	1	100
BJP76_RS13750	0006096	BP	glycolytic process	7.408015115	0.699900555	5	100
BJP76_RS13755	0004618	MF	phosphoglycerate kinase activity	11.24650961	0.79164005	1	100
BJP76_RS13755	0006096	BP	glycolytic process	7.408060658	0.69990177	1	100
BJP76_RS13755	0005737	CC	cytoplasm	2.015251679	0.510825282	1	100
BJP76_RS13755	0005524	MF	ATP binding	2.988574768	0.555714425	5	100
BJP76_RS13755	0016310	BP	phosphorylation	4.149412877	0.600473964	7	100
BJP76_RS13760	0004365	MF	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	12.45636925	0.81716281	1	98
BJP76_RS13760	0006006	BP	glucose metabolic process	7.811580074	0.710522443	1	98
BJP76_RS13760	0005737	CC	cytoplasm	2.015247536	0.51082507	1	98
BJP76_RS13760	0009274	CC	peptidoglycan-based cell wall	0.109284999	0.352700625	3	1
BJP76_RS13760	0050661	MF	NADP binding	7.283040049	0.69655281	4	98
BJP76_RS13760	0051287	MF	NAD binding	6.631677802	0.678619682	6	98
BJP76_RS13760	0005576	CC	extracellular region	0.058151585	0.339714457	7	1
BJP76_RS13760	0006096	BP	glycolytic process	0.375944874	0.393728427	9	5
BJP76_RS13760	0005886	CC	plasma membrane	0.026828788	0.328483028	9	1
BJP76_RS13765	0043917	MF	"ribose 1,5-bisphosphate isomerase activity"	11.81592064	0.803814744	1	5
BJP76_RS13765	0016491	MF	oxidoreductase activity	0.409888419	0.397660712	6	1
BJP76_RS13765	0016787	MF	hydrolase activity	0.346086694	0.390119902	7	1
BJP76_RS13770	0016020	CC	membrane	0.738747623	0.429500023	1	100
BJP76_RS13770	0016740	MF	transferase activity	0.024024215	0.327205633	1	1
BJP76_RS13780	0016746	MF	acyltransferase activity	5.072893661	0.631735197	1	100
BJP76_RS13785	0016874	MF	ligase activity	4.523821996	0.613529921	1	19
BJP76_RS13785	0001676	BP	long-chain fatty acid metabolic process	2.337602044	0.526699454	1	4
BJP76_RS13785	0004321	MF	fatty-acyl-CoA synthase activity	0.831818953	0.437128367	7	1
BJP76_RS13785	0140657	MF	ATP-dependent activity	0.799116026	0.434499057	8	4
BJP76_RS13790	0016787	MF	hydrolase activity	1.53630072	0.484671913	1	25
BJP76_RS13790	0016020	CC	membrane	0.273987716	0.38070325	1	14
BJP76_RS13795	0005198	MF	structural molecule activity	3.633979967	0.581494771	1	1
BJP76_RS13830	0043743	MF	LPPG:FO 2-phospho-L-lactate transferase activity	12.31234055	0.81419148	1	100
BJP76_RS13830	0008360	BP	regulation of cell shape	6.775652284	0.682656807	1	100
BJP76_RS13830	0005737	CC	cytoplasm	2.015249177	0.510825154	1	100
BJP76_RS13835	0005525	MF	GTP binding	5.965101519	0.659330052	1	99
BJP76_RS13835	0005524	MF	ATP binding	2.988561909	0.555713885	4	99
BJP76_RS13840	0009381	MF	excinuclease ABC activity	10.21068429	0.768674423	1	100
BJP76_RS13840	0009380	CC	excinuclease repair complex	9.293527664	0.747346377	1	100
BJP76_RS13840	0006289	BP	nucleotide-excision repair	8.657443573	0.731929715	1	100
BJP76_RS13840	0009432	BP	SOS response	8.220331377	0.721004666	2	99
BJP76_RS13840	0005737	CC	cytoplasm	2.015262265	0.510825823	8	100
BJP76_RS13840	0003677	MF	DNA binding	3.16583854	0.563051506	9	100
BJP76_RS13850	0016020	CC	membrane	0.738599427	0.429487504	1	15
BJP76_RS13855	0020037	MF	heme binding	5.430702106	0.643072147	1	100
BJP76_RS13860	0016020	CC	membrane	0.73872851	0.429498408	1	99
BJP76_RS13865	0000906	MF	"6,7-dimethyl-8-ribityllumazine synthase activity"	11.71160079	0.801606579	1	100
BJP76_RS13865	0009349	CC	riboflavin synthase complex	11.06626868	0.787722344	1	100
BJP76_RS13865	0009231	BP	riboflavin biosynthetic process	8.648633167	0.73171227	1	100
BJP76_RS13865	0016874	MF	ligase activity	0.331688412	0.388324159	5	7
BJP76_RS13865	0004746	MF	riboflavin synthase activity	0.127189497	0.3564836	6	1
BJP76_RS13870	0003935	MF	GTP cyclohydrolase II activity	11.69418696	0.801237019	1	98
BJP76_RS13870	0009231	BP	riboflavin biosynthetic process	8.561870289	0.729564983	1	98
BJP76_RS13870	0005829	CC	cytosol	0.068344011	0.342659182	1	1
BJP76_RS13870	0008686	MF	"3,4-dihydroxy-2-butanone-4-phosphate synthase activity"	11.43706448	0.795747949	2	98
BJP76_RS13870	0005576	CC	extracellular region	0.058233919	0.339739236	2	1
BJP76_RS13870	0030145	MF	manganese ion binding	8.544888027	0.729143419	5	98
BJP76_RS13870	0005525	MF	GTP binding	5.905164342	0.657543898	8	98
BJP76_RS13870	0000287	MF	magnesium ion binding	5.571173996	0.647420417	12	98
BJP76_RS13870	0008270	MF	zinc ion binding	5.044351278	0.630813875	13	98
BJP76_RS13875	0004746	MF	riboflavin synthase activity	10.76873114	0.781184616	1	18
BJP76_RS13880	0016020	CC	membrane	0.738737936	0.429499205	1	99
BJP76_RS13885	0022857	MF	transmembrane transporter activity	3.297296071	0.568360814	1	100
BJP76_RS13885	0055085	BP	transmembrane transport	2.760529089	0.545947477	1	100
BJP76_RS13885	0016020	CC	membrane	0.738747133	0.429499981	1	100
BJP76_RS13890	0008835	MF	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	11.8898115	0.805372919	1	100
BJP76_RS13890	0009231	BP	riboflavin biosynthetic process	8.648787087	0.73171607	1	100
BJP76_RS13890	0008703	MF	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	10.44727322	0.774018952	2	100
BJP76_RS13890	0008270	MF	zinc ion binding	5.095559582	0.632464987	8	100
BJP76_RS13895	0004750	MF	D-ribulose-phosphate 3-epimerase activity	11.45167071	0.796061406	1	99
BJP76_RS13895	0019323	BP	pentose catabolic process	9.669805072	0.756218424	1	98
BJP76_RS13895	0006098	BP	pentose-phosphate shunt	8.804964269	0.735554284	4	99
BJP76_RS13895	0046872	MF	metal ion binding	2.481634716	0.533436538	5	99
BJP76_RS13900	0001510	BP	RNA methylation	6.677825334	0.679918415	1	99
BJP76_RS13900	0008757	MF	S-adenosylmethionine-dependent methyltransferase activity	5.392717145	0.641886701	1	99
BJP76_RS13900	0003723	MF	RNA binding	3.550654174	0.578302968	4	99
BJP76_RS13900	0006355	BP	regulation of DNA-templated transcription	3.452162489	0.574481541	6	99
BJP76_RS13910	0008757	MF	S-adenosylmethionine-dependent methyltransferase activity	5.389589249	0.641788899	1	99
BJP76_RS13910	0032259	BP	methylation	1.910073393	0.505374248	1	38
BJP76_RS13910	0102955	MF	S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity	0.141300308	0.359280583	6	1
BJP76_RS13910	0102094	MF	S-adenosylmethionine:2-demethylmenaquinol methyltransferase activity	0.141300308	0.359280583	7	1
BJP76_RS13910	0102027	MF	S-adenosylmethionine:2-demethylquinol-8 methyltransferase activity	0.141300308	0.359280583	8	1
BJP76_RS13910	0043770	MF	demethylmenaquinone methyltransferase activity	0.141300308	0.359280583	9	1
BJP76_RS13915	0003700	MF	DNA-binding transcription factor activity	4.753592796	0.621275721	1	99
BJP76_RS13915	0006355	BP	regulation of DNA-templated transcription	3.48589888	0.575796561	1	99
BJP76_RS13915	0003677	MF	DNA binding	0.030910959	0.330228357	3	1
BJP76_RS13925	0016020	CC	membrane	0.738738123	0.42949922	1	99
BJP76_RS13925	0006629	BP	lipid metabolic process	0.082181872	0.346325037	1	2
BJP76_RS13925	0016787	MF	hydrolase activity	0.039429428	0.333532138	1	2
BJP76_RS13925	0071944	CC	cell periphery	0.044464457	0.335317739	3	2
BJP76_RS13930	0016787	MF	hydrolase activity	2.256739681	0.522825957	1	99
BJP76_RS13935	0004497	MF	monooxygenase activity	6.670402111	0.679709806	1	74
BJP76_RS13935	0016705	MF	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	0.087989015	0.347770592	6	1
BJP76_RS13940	0004478	MF	methionine adenosyltransferase activity	11.23040446	0.791291272	1	100
BJP76_RS13940	0006556	BP	S-adenosylmethionine biosynthetic process	10.79295191	0.781720164	1	100
BJP76_RS13940	0005737	CC	cytoplasm	2.015252954	0.510825347	1	100
BJP76_RS13940	0006730	BP	one-carbon metabolic process	8.015869391	0.715794752	3	100
BJP76_RS13940	0000287	MF	magnesium ion binding	5.572828236	0.647471295	3	99
BJP76_RS13940	0005524	MF	ATP binding	2.988576659	0.555714504	4	100
BJP76_RS13945	0004632	MF	phosphopantothenate--cysteine ligase activity	11.80390115	0.803560822	1	100
BJP76_RS13945	0015941	BP	pantothenate catabolic process	11.44583489	0.79593619	1	100
BJP76_RS13945	0004633	MF	phosphopantothenoylcysteine decarboxylase activity	11.79015507	0.803270267	2	100
BJP76_RS13945	0010181	MF	FMN binding	7.797507034	0.710156721	4	100
BJP76_RS13945	0015937	BP	coenzyme A biosynthetic process	9.02709217	0.740955138	6	100
BJP76_RS13945	0046872	MF	metal ion binding	2.481823049	0.533445218	12	99
BJP76_RS13950	0003899	MF	DNA-directed 5'-3' RNA polymerase activity	7.883917832	0.712397136	1	99
BJP76_RS13950	0000428	CC	DNA-directed RNA polymerase complex	7.112673462	0.691942533	1	100
BJP76_RS13950	0006351	BP	DNA-templated transcription	4.546501247	0.614303081	1	99
BJP76_RS13950	0003677	MF	DNA binding	3.135517897	0.561811356	8	99
BJP76_RS13950	0009274	CC	peptidoglycan-based cell wall	0.103900029	0.351503082	8	1
BJP76_RS13950	0005829	CC	cytosol	0.064884523	0.341685984	10	1
BJP76_RS13955	0004385	MF	guanylate kinase activity	11.51418954	0.797400841	1	99
BJP76_RS13955	0046710	BP	GDP metabolic process	11.12360522	0.788972045	1	99
BJP76_RS13955	0005737	CC	cytoplasm	1.954779699	0.50770911	1	97
BJP76_RS13955	0046037	BP	GMP metabolic process	9.354683066	0.748800391	6	99
BJP76_RS13955	0005524	MF	ATP binding	2.958385402	0.554443384	7	99
BJP76_RS13955	0016310	BP	phosphorylation	4.149355418	0.600471916	19	100
BJP76_RS13960	0003676	MF	nucleic acid binding	2.194515746	0.519797799	1	98
BJP76_RS13965	0015689	BP	molybdate ion transport	10.13958599	0.767056245	1	99
BJP76_RS13965	0003677	MF	DNA binding	3.109273767	0.56073309	1	97
BJP76_RS13970	0004590	MF	orotidine-5'-phosphate decarboxylase activity	11.22646821	0.79120599	1	100
BJP76_RS13970	0006207	BP	'de novo' pyrimidine nucleobase biosynthetic process	8.969167459	0.739553212	1	100
BJP76_RS13970	0044205	BP	'de novo' UMP biosynthetic process	8.348251393	0.724231308	4	97
BJP76_RS13975	0004088	MF	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	10.42881986	0.773604283	1	99
BJP76_RS13975	0044205	BP	'de novo' UMP biosynthetic process	8.343951934	0.724123262	1	97
BJP76_RS13975	0006526	BP	arginine biosynthetic process	8.104576123	0.718063161	2	99
BJP76_RS13975	0005524	MF	ATP binding	2.958767768	0.554459523	5	99
BJP76_RS13975	0046872	MF	metal ion binding	2.481096219	0.53341172	13	99
BJP76_RS13980	0004088	MF	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	10.42809477	0.773587981	1	99
BJP76_RS13980	0006207	BP	'de novo' pyrimidine nucleobase biosynthetic process	8.879146256	0.737365455	1	99
BJP76_RS13980	0044205	BP	'de novo' UMP biosynthetic process	8.428344746	0.726239001	3	98
BJP76_RS13980	0005524	MF	ATP binding	2.95856205	0.55445084	5	99
BJP76_RS13980	0006526	BP	arginine biosynthetic process	8.104012627	0.71804879	9	99
BJP76_RS13980	0006541	BP	glutamine metabolic process	7.061366245	0.690543319	19	99
BJP76_RS13985	0016020	CC	membrane	0.738727985	0.429498364	1	97
BJP76_RS13985	0005576	CC	extracellular region	0.053528522	0.338293808	2	1
BJP76_RS13990	0004151	MF	dihydroorotase activity	11.18792607	0.790370148	1	99
BJP76_RS13990	0044205	BP	'de novo' UMP biosynthetic process	8.344992064	0.724149403	1	97
BJP76_RS13990	0008270	MF	zinc ion binding	5.044418749	0.630816056	4	99
BJP76_RS13995	0004070	MF	aspartate carbamoyltransferase activity	11.43714642	0.795749708	1	99
BJP76_RS13995	0006207	BP	'de novo' pyrimidine nucleobase biosynthetic process	8.879122442	0.737364874	1	99
BJP76_RS13995	0016597	MF	amino acid binding	9.916793934	0.76194847	2	99
BJP76_RS13995	0044205	BP	'de novo' UMP biosynthetic process	8.427555655	0.726219268	3	98
BJP76_RS13995	0006520	BP	amino acid metabolic process	3.937444971	0.592820304	35	99
BJP76_RS14025	0055085	BP	transmembrane transport	2.760504273	0.545946393	1	100
BJP76_RS14025	0005886	CC	plasma membrane	2.673770897	0.542126239	1	100
BJP76_RS14025	0005524	MF	ATP binding	0.030810093	0.330186671	1	1
BJP76_RS14035	0051536	MF	iron-sulfur cluster binding	5.297544015	0.638898044	1	99
BJP76_RS14035	0046872	MF	metal ion binding	2.505971203	0.53455537	3	99
BJP76_RS14040	0003700	MF	DNA-binding transcription factor activity	4.753646208	0.621277499	1	100
BJP76_RS14040	0006351	BP	DNA-templated transcription	4.590402006	0.615794245	1	100
BJP76_RS14040	0006355	BP	regulation of DNA-templated transcription	3.485938047	0.575798084	3	100
BJP76_RS14040	0003677	MF	DNA binding	3.16579428	0.5630497	3	100
BJP76_RS14045	0016020	CC	membrane	0.738739297	0.42949932	1	100
BJP76_RS14055	0000160	BP	phosphorelay signal transduction system	5.023222915	0.630130192	1	99
BJP76_RS14055	0003677	MF	DNA binding	3.165787946	0.563049441	1	100
BJP76_RS14055	0006355	BP	regulation of DNA-templated transcription	3.451671348	0.574462349	6	99
BJP76_RS14060	0000155	MF	phosphorelay sensor kinase activity	6.515490731	0.675329669	1	98
BJP76_RS14060	0000160	BP	phosphorelay signal transduction system	4.990100152	0.629055486	1	98
BJP76_RS14060	0005886	CC	plasma membrane	2.630023429	0.540175878	1	98
BJP76_RS14060	0016310	BP	phosphorylation	4.149408003	0.60047379	3	100
BJP76_RS14060	0000166	MF	nucleotide binding	0.102883944	0.351273665	12	4
BJP76_RS14070	0008792	MF	arginine decarboxylase activity	0.736215685	0.429285973	1	6
BJP76_RS14070	0008483	MF	transaminase activity	0.420071011	0.39880831	5	6
BJP76_RS14070	0008923	MF	lysine decarboxylase activity	0.15218962	0.361344681	8	1
BJP76_RS14075	0016020	CC	membrane	0.738718753	0.429497584	1	96
BJP76_RS14080	0031564	BP	transcription antitermination	9.527793603	0.752890644	1	100
BJP76_RS14080	0003723	MF	RNA binding	3.585352235	0.579636583	1	100
BJP76_RS14080	0006353	BP	DNA-templated transcription termination	8.995723803	0.740196504	5	100
BJP76_RS14085	0003746	MF	translation elongation factor activity	7.972336619	0.714676941	1	100
BJP76_RS14085	0006414	BP	translational elongation	7.370801594	0.698906678	1	100
BJP76_RS14085	0005737	CC	cytoplasm	2.015226742	0.510824006	1	100
BJP76_RS14090	0004177	MF	aminopeptidase activity	5.24312074	0.637176953	1	65
BJP76_RS14090	0008235	MF	metalloexopeptidase activity	5.025313027	0.630197889	2	60
BJP76_RS14090	0046914	MF	transition metal ion binding	2.595603933	0.53862995	6	60
BJP76_RS14090	0102009	MF	proline dipeptidase activity	0.139156365	0.358864926	14	1
BJP76_RS14100	0003855	MF	3-dehydroquinate dehydratase activity	11.37458642	0.794404871	1	98
BJP76_RS14100	0009423	BP	chorismate biosynthetic process	8.752118838	0.734259392	1	98
BJP76_RS14100	0016020	CC	membrane	0.684876768	0.424863573	1	91
BJP76_RS14100	0009073	BP	aromatic amino acid family biosynthetic process	7.291015438	0.696767303	3	98
BJP76_RS14100	0008652	BP	amino acid biosynthetic process	4.914396866	0.626585734	7	98
BJP76_RS14105	0003856	MF	3-dehydroquinate synthase activity	11.49963081	0.797089253	1	97
BJP76_RS14105	0009423	BP	chorismate biosynthetic process	8.406493846	0.725692216	1	94
BJP76_RS14105	0005737	CC	cytoplasm	1.994609011	0.509766871	1	97
BJP76_RS14105	0009073	BP	aromatic amino acid family biosynthetic process	7.216503398	0.694758752	3	97
BJP76_RS14105	0046872	MF	metal ion binding	2.48042065	0.53338058	5	97
BJP76_RS14105	0008652	BP	amino acid biosynthetic process	4.816280563	0.623356297	7	96
BJP76_RS14105	0000166	MF	nucleotide binding	2.426826508	0.530896552	7	97
BJP76_RS14120	0015833	BP	peptide transport	4.606356595	0.616334402	1	71
BJP76_RS14120	0016887	MF	ATP hydrolysis activity	4.536201047	0.613952176	1	100
BJP76_RS14120	0005886	CC	plasma membrane	0.234534217	0.37501852	1	11
BJP76_RS14120	0005524	MF	ATP binding	2.988565924	0.555714053	7	100
BJP76_RS14120	0009423	BP	chorismate biosynthetic process	0.14982531	0.360902963	8	1
